username,user_id,counts
GOODHIGH_V1,1566827618426507264,3
RAWTH5,1546471919121481733,2
kimjundream,1253282062443765762,2
Rcashaa,973160943864528896,2
nasi_koa,1546838274978619393,2
TigerHigher,1534669669113552896,2
TidaPatty,1537325709538246656,2
iaieaie,710187061,2
masa83423579,1555242176388296704,2
RJSJJVJ06139,1543276519954427905,2
ketpleephanida2,1526516154126041089,2
namtanpakk,979765493392334848,2
Chidcha14677804,1126882482282909696,2
Rakth1Raktham,1478322960834318339,2
winterthepuppy,298632377,2
torphun0223,1164746398161461250,2
nangphya6,1554679725947506688,2
LittleLekNoi,3051544700,2
ppjaemmyno,1013132395040477184,2
winstonpremieum,1482266918459707392,2
ROBINHXXD1,1562028143895990272,2
highcafe420,1555516198565335040,2
go3dsxdy,1496316441615765509,2
devilcannabis,1364477582209474563,2
AIhappymarvin,1165597209506631680,2
eim,14522599,2
rabaai,960645056,2
kapookdotcom,14301366,2
KkcWeed,1563121897029914625,2
KlermRayong,1557673260644704256,2
qweiitr,1559433440784953345,2
thairnee,1268796588,2
ACORNonTop,1523615623900987392,2
DailynewsTwit,145931392,2
iceesy_totty,4697382612,2
Beonmile,1306500973347524608,2
Kosol24907413,1318546561924825095,2
KouUniop,1552231400245702663,2
ConanKid0701,815695417992065024,2
treutel30,1528930257302069251,2
ANAGRY21,327864516,2
prxvxtesy,1417548829465874432,2
CnxMajestyzone,1550290577945919488,2
kbaoieo,1396064375136395264,2
Theeweed1,1415709530827096066,2
KymooPik,2793941774,2
keerati3210,1384100936696557573,2
notmerryjune,1479509412108664835,2
adoremin,3275512801,2
LadyBuds5,1558643520130322434,2
Percian58,1515321545807527939,2
trustiie,195779884,2
LeafPlanet420,1560496318392729601,2
thetukk12,139996223,2
wutphat0,1537317602732945408,2
Whowantsomewee2,1567388220392079360,2
dontwantu2follo,740219111385366528,2
domiezret,1299929582,2
weedy_official,1490273913930416130,2
news1005fm,65319043,2
MisterBlessMe,2162571606,2
kun_koratbar,1466319086669811716,2
Misneachaill,1533627115622387712,2
ZC8EbZI8zsdKnGQ,1117415753613897729,2
Modvc,392078635,2
phanuph57089903,1555964254096084992,2
Mildmar254108,1487546901360566272,2
Toppark_3,1317698408476336133,2
tk17hh,1519384554548899840,2
Areaflower_,1493249898631680002,2
krapalm,47351002,2
CNT69Shop,1536378558754353153,2
civil_iii,1310071004283109383,2
natlamborghini1,3244788507,2
YNAChangkanna,1565847003476955136,2
XinSyam,1475869687682461699,2
BungB_Store,1566391965721448449,2
CANNABIShouse88,1552092874749005824,2
Apiwat57130432,1484855696361652228,2
greenherbdevil,1562457603028185089,2
UChaChuanChil,794788291,2
Angieweeds,2489362860,2
madmax68176958,1073602689286766592,2
MrWeed53869873,1536543914228056064,2
penamoon,903816294167789568,2
lalajk_127,1445959986207551489,2
MrG82063196,1418155498650615808,2
Ploys_ployy,1555099679926263808,2
TuaMaple,1137250573307195392,2
panisapoorman,724520151631065088,2
phisate3,1505437820030447617,2
Toneshisha,790472274298019840,2
kmono423,1564698075729657856,2
Malangmoom_,1001601268639416320,2
Makin80135487,1158579223268745221,2
__TRTDI,1351547825398583302,2
Pundee_Punsuck,936552030226718720,2
Ch7HDNews,2436789440,2
Tippie61680054,1558525784029294597,2
ChampSJoker,1410293724542902275,2
_GreenWorld420_,1487367851132743680,2
UggXhg,1425838983053856771,2
Kik69170213,1309814194464841728,2
plychang,1527163433397125121,2
pna99301362,1146662646571139072,2
kk_beler,738027978907516928,2
kittisakdiwngk3,1511997777022439428,2
thongdaengSuriy,2529698904,2
green_shop11,1566376256203259904,2
MaoAllday042,1555481779657936899,2
MaoGunja,1285077669554470912,2
whanajaa,1312787869522485248,2
Catfly420,1559495027734171648,2
MasterT_Grower,1520375458386550789,2
Nathanial857,1554745266267357184,2
huntmangrower_,1501377903472250880,2
Matpwr,1468426842130776067,2
Canshare420,1546159754329829376,2
Mayura21360118,1136483958688866304,2
green_sticky_fr,1500015732305793024,2
thxgodblue,1109509459972243456,2
Phatiphon83,1535250146274947072,2
greencrack40,1565336169113538563,2
grower_kk,1513361641777528832,2
mayuruha,98123539,2
NRakvong,1442169838344933378,2
gts_spma,3095001512,2
TWEED420T,1543937821060132868,2
1_tahm,3286449990,2
FangFyFy,1298677567,2
Human0014,625191173,2
sur4kvrn420,1559775008050020352,2
yourmakuay,3516006258,2
Srnkancha,1564528298449072129,2
PSopawatt,1136341097691541504,2
176cannabis,1332209372915646466,2
St_Ap_ba,884441630131879936,2
jikchoyu,1536678097646678016,2
HighQ_Weed,1493900231192170497,2
mojiiiiko,1422523953474535424,2
studio2702,310069117,2
beebie7442,1432746733818179586,2
Hurts09198920,1561320956278505472,2
ID_0615348254,1434632047172018177,2
jitsanec11381,907097675144732672,2
WEED_OG_,1546179942257688577,2
shykancha,1564923054446166016,2
PT31108530,1559753500753825792,2
Octopussy5678,1508676504389304323,2
IRh1aImid0C3HkQ,1187604926181937152,2
sweeddy4,1562096280314163200,2
Soda61427894,1364953650225889286,2
shishilex,1425719303953813504,2
farmcafehom,1492901709911236610,2
jjjyam,718637449925173248,2
TanWi69,1331242012432011265,2
Inarmtattoo,1535384656602107906,2
26_tula,1555881184173133824,2
amilykatze,1040268361018429440,2
Stockhome420420,1354710530871726081,2
nyuphchykwpras1,1566030928262025216,2
nualis1stisnual,187581020,2
Greenbank420,1547138159909437440,2
GKiiiroji,1341430412573196289,2
yuupax,404706266,2
Overdose_THC,1556541386157043713,2
boommari,298382351,2
0voiydm6d8o,1558191107376578560,2
0sagiine,1339738145982619648,2
flummox_weed,1477931239113777155,2
HardCoreMody,267824562,2
SwingWngs,1565010791526731776,2
gusstation,1272649254,2
VoJsQE5LQiEo46g,1220874200212131840,2
bobbgirl_,1552521047273979904,2
zGN89080242,1072357048476565504,2
TEE5_420,1539565989985398784,2
GunjaCNX,1566768846265929728,2
mmmaow02,872611197568274432,2
nxchxneww,1330550192735612928,2
GING1095,952409653186412544,2
Oppsutr,271979531,2
yuttasack,2988731651,2
Superrhigh420,1566840421300715520,2
HPW4200,1497914413147631616,2
GCC_1111,125902776,2
moWeed420,1240440866717626368,2
HahiXea,1552636164691345408,2
B109283361,1563827188356763648,2
SukArrom_OGShop,1543255523910246402,2
SuchaSilp,1523859209745354752,2
PRD6songkhla,1398113920905187328,2
TTPs13459658,1282846391933386752,2
Happygan1G,1564270522027847681,2
lovelyyou222,1450138533818032129,2
serigunter,1543948874163056640,2
420budsplug,1563080617335480320,2
Nougatcandyy,202727331,2
mu9597,1448907055587201029,2
BangkokInsight,971247864482598912,2
OG232659028,1551799370588504064,2
420_bigpumpkin,1508815831115141120,2
jn1984_anti112,780443927673352192,2
PatCannabisx,1566677059224862720,2
O7mzwcqg7gTrP3B,1337793302167339010,2
NxngCinda,1550355232693317632,2
iloveyoumummmm,1522964844399542282,2
helloitsmeqqqq,952835022435708928,2
Kbz6456,727473612,2
teera_2011,267672477,2
TheBun_weed,1555131176062369793,2
muxu96_,326195581,2
tandtandsiri,1114772429283385344,2
d_arknn,840045065468690432,2
420thailandbkk,1257973823825035264,2
u3lXfcoKsRDwROS,1321114026655399937,2
WeedCity56,1565587576156655616,2
ergosum75005,938090728588156928,2
Thairath_TV,2315010763,2
heyyyxduuude,1558397871908462593,2
NuniezJJ,444559415,2
iibibinn,1458353065061339136,2
realmmmie,1460649414742081545,2
ep_bew,1181008723663151105,2
Nu_Dee_88,1402612252599980041,2
Kanengcannabis,1369159907929321474,2
8deeznuts69,1525236303599546368,2
Joker4296180404,1539445654623514624,2
ErngAlisa,1562981906295435264,2
PartyPrachachat,1481579474194153476,2
johnz4456,1318626353785102336,2
TarotYouuuu,1243580273889095681,2
Skewcourt2499,815050297177313280,2
harujang_98,1078966602794594306,2
OHTASAWANG,1337667726148395008,2
JAVAKULM,1218400994251304966,2
voci_dol,1562336574934724609,2
swmnsn,1233070508091961344,2
sayloserme,1432232896325033985,2
b_orthai,1085205358178496512,2
J_a_r_e_d28,1225064753107628032,2
mynatasha007,3018190659,2
ExoticFlowers9,1557502049041862657,2
syderbay_,141275696,2
b_B1B2B3,1542865891,2
JohnDorson5,1512359006295461894,2
tentodacheese,1551514004870160384,2
PanBiBi_,1526553412715831298,2
saleigbykrit,1334172783744491520,2
PiyNab,1455495058245914629,2
tenchan1001___,2370505758,2
SeoSeonMul,827205449334218752,2
ruruchan_ssu,2315879888,2
JheanJha,1217438763552362497,2
mthai,9594042,2
run817,154119555,2
Seenny_world,1497983133832003584,2
Pattz_P,214807897,2
lushihoshi,1527201375264083968,1
lucilier,95166271,1
lukchup_chup,2500378123,1
guncha23019389,1555535958434410498,1
losemyfatt,1313132433206906882,1
greenv2_420,1504337224221229061,1
lung_jom,75710443,1
growgreenshop,1559535017428385793,1
luckymanwin,1444338700796653574,1
gunchajr,1148381215,1
gusinara10,4049347830,1
lukmoo_ntk,71993174,1
lovesmok420,779957710582231040,1
lostinsep_,965899491890012161,1
ittus_,862909240297496577,1
mayhnamx1,1498634918921846786,1
luvemy_ynn,1529742024471379969,1
mickeynuttt,65651453,1
mheehenmai,1494604002658766852,1
mexmyjn,610046844,1
methawee95,1237190402001612801,1
meso_jay,315030493,1
fullsunshy_,1005268576201203712,1
fulltimehotgirl,1336597807663181825,1
meowtorchef,68954240,1
g1210o,844771759538655232,1
g_yoshimyboo,1461222973122445312,1
galaxy_xoxol,904646425413165058,1
meowmoomi,1416001571553366022,1
gata22849339,1386054081756549123,1
gatom_M,1445567923674763265,1
meowdemy_ruby,1523313813403353089,1
meormeoriam,1218420903333117952,1
getsetgo02,784054765877534720,1
gggggorguy,63756487,1
michphu1,1567087908263456768,1
miinkmiinkk,164995026,1
lyim_og,1349979067836076033,1
fudongxn,905077568746905601,1
miomoney,922508321554276352,1
mintz3r,126938529,1
minsins_,1374137509,1
minieyes,294616012,1
mini_space_702,1094944475632197632,1
flymetothemooo2,1417902269530480641,1
mini_minimum,73597235,1
fmjrkarinax,1563455995090997248,1
formylittlef0x,948836067376971776,1
mindandwisdom,809739160038715393,1
foundedok,1408715858461880321,1
franksxhanni,1349554556015767552,1
min_fernny,753438272718712832,1
milktea_lys,1458612310902128645,1
fronkkerone,1513125387001217028,1
mileapoIS_REAL,1553041480536956928,1
mildnut_t,1153622821576167424,1
memorieshappie,1097363817908948992,1
gggorn,86515201,1
ggh0stmaster,1402728068649689088,1
melomeowx,1505183055534690304,1
gotoranpaddduen,1268160110397755392,1
marissa3319,1562068062136057856,1
graphicmaniaaa,1218168619013509120,1
gravedehyphen,1419534765745524736,1
manoodkwan,1412477887744073730,1
maneewan,20978199,1
mamiwx_,843722979498311680,1
mamello_jihoon,1274195834591039488,1
malosmos,776031067,1
malky313,140862297,1
maktoeysport,1564435865933594624,1
greenforever18,1391399913087377414,1
magicunicat27,1534556904629841921,1
madefr0mhell,1487089180320870405,1
greenmaxgun,1536539968646291456,1
m_pranx,1347415865671647233,1
m_monnnnn,1251022155594121216,1
markleehadiex,1512435841540722695,1
markstunner420,1563074429080719367,1
marychrismak,1516014381288484864,1
mcinemusic,2478098012,1
ggi005,870929368284934144,1
ghOftha,1561325494507040768,1
gho8tly,1418580360066072576,1
giftjilove,942046979214909440,1
girlhave2bag,1561250623894331392,1
meaq14,1404700953400410117,1
meandmyclose,1497752296532615170,1
gizzlyme,740237193789087744,1
goodbyebabyboy,1109861231525912576,1
mayturtle1992,152212479,1
glucose_girl,1948994629,1
maynotday,958381094688112640,1
glwlrmaa,985178849854947328,1
guy_skymile,967057703955611648,1
may_y_nice,950288342192594944,1
mashita_p,812501839782416384,1
lookyeebubu,1399817018015055875,1
lalxlit,1469587322509271046,1
hallJarinya,126211283,1
ijoieu,1233057735408635905,1
k_md1011,1216743415020310529,1
k75526,1472823526868410371,1
imamonalisagirl,1080092139822796801,1
jzinmloi,1558031791260180480,1
jyxqz,1509549894113296386,1
imeanmean,264632185,1
jydbk,1516765493402963975,1
jxx_k10,1087599129037926400,1
imjuvinile,1374195210796765185,1
justyourm3ow,837934578245345280,1
jungminna_,1500487801938509834,1
juneSP14,901994363525332993,1
indeedmean,1008877004,1
juha_du,1493919088497754116,1
jugudlian,1309967018418819072,1
judear2829,1055468167391174657,1
jsfx891hi1t2q,1112499378101452800,1
jryx02_,2481780344,1
jromyuhd,1110159124132593665,1
jokercanabis100,1149830715330027520,1
johny_myi,1065202991030915072,1
johanss45409651,1295879410206351360,1
joey129061,1560822628662722561,1
k_wiratch,1465690196205195273,1
kabowkunsidesu,1535233479046492160,1
looktarniiz_ch,772419514545778688,1
iipeachayah,1125241516761305089,1
icass05,518225445,1
kasintorn,63132914,1
karasumugi_ko,2525231863,1
ichheissepw,4709328914,1
kaohoon,149817617,1
kanomkanompung,1507403404825755648,1
kanok0808,1416391891843641348,1
ideakibkib,1549719499867246592,1
ifhy94,1043415582350045184,1
kanchasakon,1530192608383094785,1
iheartharibo,1388388132807086081,1
kan960417,3234981456,1
kampe_,910767566,1
ihyrznq,1499981925205024768,1
kamaz_2020,1002084139040882688,1
kalvsmeeeeeu,1218545610380328961,1
kaliofasgard,1066868292982235138,1
kalasinnews,95912818,1
iiamwhatiammm,1856402244,1
kaidaw56066515,1692742448,1
iidoyoungu,1274167436225376261,1
kai98530983,1400736703485136896,1
kaerubae,1098424304960598017,1
jo_me4,2257734775,1
jnpsy903_,4292520318,1
jnggles185,947039450143498241,1
ingdinZ,732191702316814336,1
jennijaylee,1430458574124191749,1
jelong22581922,1539266520664412161,1
isabella_nut,1012644044835450881,1
isanlive,64097023,1
jelibun,1334802951831896065,1
jelejello,320764163,1
isara_deekrun,1563882492121485312,1
jedinodted,1205147628134027264,1
jeboniey,1550149501649727488,1
jcctlxart,1520248104670294017,1
isawagarara,1447224719539724293,1
isranews_agency,361098756,1
januaryy__,545143970,1
januac2,3235109436,1
its11O4x,531881953,1
itscottxnl,1043828676129738752,1
itsgiftgift,732978313,1
itskarmaitscool,1514595782351265795,1
jampazza,845999983576805376,1
jamingjuice,1533442922581897217,1
iyumekou,1261430408798859265,1
iwhiskychu_,983379421678596096,1
itspamxz,828176975906824193,1
jentuan96,3103066116,1
